lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled,target,conversion_probability,lead_priority
LEAD-000538,2025-06-03,Website,Al Nargis,Central,Penthouse,1M-2M,Indian,28,Negotiation,20.6,4,True,Agent A,0.0,2025-12-21,True,,0.9451345814189824,Hot
LEAD-000539,2024-05-12,Exhibition,Al Jawharah,East,Townhouse,1M-2M,British,65,Qualified,0.5,3,True,Agent B,0.0,2025-12-30,False,,0.9775856285087721,Hot
LEAD-000541,2025-09-13,Walk-in,Marafy,South,Villa,3M-5M,Saudi,98,Proposal Sent,3.6,14,True,Agent D,0.0,2025-12-27,False,,0.6395695543444834,Warm
LEAD-000542,2025-06-20,Exhibition,Al Jawharah,East,Townhouse,500K-1M,Filipino,64,Proposal Sent,19.0,9,True,Agent C,0.0,2025-12-24,False,,0.85268290452517,Hot
LEAD-000543,2025-09-08,Partner Agency,Al Bayan,South,Villa,2M-3M,American,93,Proposal Sent,7.4,7,True,Agent D,0.0,2025-12-18,True,,0.9825313306661894,Hot
LEAD-000544,2025-09-14,Walk-in,Alarous,North,Townhouse,1M-2M,Filipino,58,New,7.2,1,True,Agent E,0.0,2025-12-31,True,,0.994569849206866,Hot
LEAD-000545,2025-07-28,Walk-in,Sedra,North,Apartment,500K-1M,Saudi,45,Contacted,0.1,1,True,Agent C,0.0,2025-12-21,True,,0.9948241222611834,Hot
LEAD-000547,2025-01-09,Walk-in,Al Nargis,Central,Townhouse,2M-3M,Indian,74,Proposal Sent,0.5,11,True,Agent C,0.0,2025-12-27,True,,0.7170564786139565,Warm
LEAD-000548,2024-02-25,Social Media,Al Jawharah,East,Villa,3M-5M,Saudi,49,Proposal Sent,10.5,14,True,Agent A,0.0,2025-12-26,True,,0.08164396950983256,Cold
LEAD-000549,2025-07-27,Website,Warefa,North,Villa,2M-3M,Indian,48,Negotiation,24.2,6,True,Agent A,0.0,2025-12-19,False,,0.8891277043929808,Hot
LEAD-000553,2024-09-29,Email Campaign,Dar Al Salam,West,Apartment,1M-2M,Filipino,15,Site Visit,11.1,9,True,Agent A,0.0,2025-12-30,True,,0.41794492115958776,Cool
LEAD-000554,2024-07-07,Call Center,Alarous,North,Townhouse,500K-1M,Pakistani,30,Site Visit,0.2,6,False,Agent F,0.0,2025-12-27,True,,0.8875121107202559,Hot
LEAD-000555,2024-07-17,Exhibition,Al Nargis,Central,Apartment,2M-3M,Saudi,61,Contacted,11.4,1,True,Agent A,0.0,2025-12-31,False,,0.9927546661124204,Hot
LEAD-000556,2024-02-16,Partner Agency,Dar Al Salam,West,Townhouse,10M+,Saudi,62,Negotiation,5.0,11,True,Agent A,0.0,2025-12-19,False,,0.31490770056219536,Cool
LEAD-000558,2024-03-31,Referral,Al Rimal,East,Villa,1M-2M,UAE,38,Contacted,48.3,6,False,Agent E,0.0,2025-12-19,False,,0.8491715090523204,Hot
LEAD-000560,2025-12-14,Call Center,Al Yasmin,Central,Villa,3M-5M,Jordanian,37,Contacted,1.9,3,True,Agent F,0.0,2025-12-23,True,,0.9839951294479484,Hot
LEAD-000561,2024-11-23,Partner Agency,Marafy,South,Penthouse,3M-5M,Saudi,49,Contacted,45.9,1,True,Agent D,0.0,2025-12-21,True,,0.9915809044855611,Hot
LEAD-000562,2024-01-02,Call Center,Sedra,North,Townhouse,1M-2M,American,39,Proposal Sent,0.1,12,False,Agent A,0.0,2025-12-21,True,,0.18624983975797232,Cold
LEAD-000563,2024-08-17,Walk-in,Al Ahlam,Central,Apartment,500K-1M,Saudi,57,Negotiation,1.0,9,True,Agent C,0.0,2025-12-21,False,,0.8298888611800306,Hot
LEAD-000565,2025-04-30,Referral,Dar Al Salam,West,Apartment,2M-3M,Indian,45,Negotiation,14.7,10,True,Agent D,0.0,2025-12-31,True,,0.6512171405428544,Warm
LEAD-000566,2025-03-02,Call Center,Sedra,North,Apartment,1M-2M,American,30,Negotiation,1.5,9,True,Agent F,0.0,2025-12-22,True,,0.6462610792565885,Warm
LEAD-000567,2024-12-02,Website,Alarous,North,Townhouse,1M-2M,Indian,50,Proposal Sent,22.1,15,True,Agent B,0.0,2025-12-21,True,,0.12583342519374563,Cold
LEAD-000568,2025-04-06,Email Campaign,Sedra,North,Townhouse,3M-5M,Saudi,57,Negotiation,16.1,6,False,Agent A,0.0,2025-12-21,True,,0.9130149635549427,Hot
LEAD-000570,2024-11-06,Social Media,Sedra,North,Penthouse,2M-3M,Egyptian,31,New,15.0,1,True,Agent E,0.0,2025-12-28,True,,0.9861062154437117,Hot
LEAD-000571,2025-09-19,Referral,Al Nargis,Central,Townhouse,3M-5M,Saudi,71,Qualified,2.4,6,True,Agent C,0.0,2025-12-20,False,,0.9692631006831793,Hot
LEAD-000572,2024-03-07,Website,Al Jawharah,East,Villa,500K-1M,Indian,22,Negotiation,9.8,11,True,Agent E,0.0,2025-12-27,True,,0.22262104173757466,Cold
LEAD-000573,2024-07-31,Partner Agency,Al Rimal,East,Villa,2M-3M,American,22,Contacted,7.8,2,True,Agent A,0.0,2025-12-21,True,,0.9494816168205734,Hot
LEAD-000574,2024-05-23,Referral,Al Ahlam,Central,Penthouse,3M-5M,Jordanian,85,Contacted,24.6,1,True,Agent F,0.0,2025-12-31,True,,0.997457025796874,Hot
LEAD-000575,2025-10-11,Website,Al Jawharah,East,Penthouse,2M-3M,Saudi,46,Qualified,6.2,2,False,Agent A,0.0,2025-12-24,False,,0.989606674268354,Hot
LEAD-000576,2024-03-07,Partner Agency,Al Bayan,South,Villa,1M-2M,Saudi,71,Contacted,0.9,3,False,Agent D,0.0,2025-12-19,True,,0.986053565348109,Hot
LEAD-000578,2025-05-17,Email Campaign,Al Rimal,East,Apartment,3M-5M,Saudi,64,Contacted,5.5,1,True,Agent C,0.0,2025-12-24,False,,0.9954360985421272,Hot
LEAD-000580,2025-04-17,Call Center,Alarous,North,Apartment,10M+,Saudi,74,Proposal Sent,5.8,9,True,Agent D,0.0,2025-12-24,True,,0.8813752555059287,Hot
LEAD-000581,2025-02-24,Social Media,Sedra,North,Townhouse,1M-2M,Jordanian,21,Contacted,6.0,5,True,Agent A,0.0,2025-12-26,False,,0.8316550685789825,Hot
LEAD-000584,2025-11-19,Website,Alarous,North,Penthouse,1M-2M,Saudi,32,Contacted,18.5,5,True,Agent B,0.0,2025-12-19,True,,0.9543520300983162,Hot
LEAD-000585,2025-05-09,Social Media,Al Bayan,South,Apartment,1M-2M,American,48,New,12.2,3,True,Agent E,0.0,2025-12-21,True,,0.985208702256102,Hot
LEAD-000586,2025-11-26,Referral,Al Jawharah,East,Apartment,1M-2M,Indian,44,Qualified,1.4,4,True,Agent E,0.0,2025-12-31,True,,0.9842085351428084,Hot
LEAD-000587,2025-07-11,Email Campaign,Alarous,North,Villa,1M-2M,Jordanian,10,Qualified,3.7,3,True,Agent A,0.0,2025-12-25,True,,0.9264618888703294,Hot
LEAD-000589,2025-04-15,Walk-in,Al Yasmin,Central,Villa,1M-2M,Indian,59,Proposal Sent,0.4,13,True,Agent C,0.0,2025-12-30,True,,0.364935288868062,Cool
LEAD-000590,2024-06-02,Partner Agency,Sedra,North,Duplex,500K-1M,Saudi,50,Site Visit,7.9,8,True,Agent B,0.0,2025-12-21,True,,0.7091382214583976,Warm
LEAD-000591,2025-04-30,Exhibition,Al Rimal,East,Apartment,500K-1M,American,39,Qualified,22.4,5,False,Agent A,0.0,2025-12-28,False,,0.9584500418082219,Hot
LEAD-000592,2025-05-31,Exhibition,Dar Al Salam,West,Apartment,3M-5M,Pakistani,52,New,4.7,1,True,Agent F,0.0,2025-12-26,True,,0.9940170946794867,Hot
LEAD-000593,2024-06-13,Website,Al Ahlam,Central,Duplex,2M-3M,Other,64,New,16.6,1,False,Agent F,0.0,2025-12-25,True,,0.9945230227561174,Hot
LEAD-000594,2024-07-01,Referral,Al Fursan,West,Townhouse,500K-1M,Saudi,79,Negotiation,13.1,9,True,Agent D,0.0,2025-12-27,True,,0.9151435668202804,Hot
LEAD-000595,2024-08-10,Social Media,Warefa,North,Apartment,1M-2M,Pakistani,70,Qualified,14.0,2,True,Agent D,0.0,2025-12-26,True,,0.9925385963974123,Hot
LEAD-000596,2024-11-12,Walk-in,Al Jawharah,East,Penthouse,5M-10M,Saudi,59,Site Visit,2.5,7,False,Agent A,0.0,2025-12-30,True,,0.8957915006688604,Hot
LEAD-000597,2025-07-20,Call Center,Al Bayan,South,Townhouse,3M-5M,Saudi,26,New,0.8,1,False,Agent C,0.0,2025-12-19,True,,0.9912013559638293,Hot
LEAD-000599,2025-03-19,Email Campaign,Al Rimal,East,Apartment,3M-5M,Saudi,34,New,1.6,1,False,Agent E,0.0,2025-12-20,True,,0.9915088073820735,Hot
LEAD-000600,2025-11-01,Exhibition,Warefa,North,Villa,500K-1M,Saudi,30,Site Visit,3.5,6,False,Agent E,0.0,2025-12-21,True,,0.9178423779894138,Hot
LEAD-000601,2025-06-13,Social Media,Al Bayan,South,Apartment,2M-3M,American,9,Qualified,1.6,2,False,Agent F,0.0,2025-12-26,True,,0.9767374176526602,Hot
LEAD-000602,2024-06-23,Referral,Al Yasmin,Central,Duplex,3M-5M,Egyptian,35,Negotiation,1.7,8,False,Agent E,0.0,2025-12-29,False,,0.7076061047193231,Warm
LEAD-000603,2025-10-19,Website,Al Nargis,Central,Villa,2M-3M,Saudi,50,Contacted,10.2,5,True,Agent A,0.0,2025-12-21,True,,0.9556471364513397,Hot
LEAD-000604,2025-08-14,Website,Marafy,South,Apartment,1M-2M,Other,38,Qualified,0.5,2,False,Agent C,0.0,2025-12-25,False,,0.9908390992365524,Hot
LEAD-000605,2024-01-03,Walk-in,Warefa,North,Townhouse,1M-2M,UAE,95,Qualified,1.4,3,True,Agent E,0.0,2025-12-26,False,,0.992613955400517,Hot
LEAD-000606,2024-07-25,Social Media,Al Yasmin,Central,Townhouse,1M-2M,Egyptian,44,Qualified,22.7,7,False,Agent A,0.0,2025-12-20,True,,0.7775996129666117,Hot
LEAD-000607,2024-06-11,Referral,Alarous,North,Apartment,3M-5M,Egyptian,63,Qualified,20.0,4,True,Agent C,0.0,2025-12-24,True,,0.9680011513247908,Hot
LEAD-000609,2025-10-02,Website,Al Yasmin,Central,Apartment,1M-2M,British,60,Site Visit,3.7,9,True,Agent E,0.0,2025-12-19,False,,0.8807817549237152,Hot
LEAD-000610,2025-12-19,Referral,Al Bayan,South,Apartment,2M-3M,Saudi,77,New,2.3,3,True,Agent F,0.0,2025-12-29,False,,0.9972430716440902,Hot
LEAD-000612,2025-06-24,Social Media,Al Rimal,East,Villa,500K-1M,Saudi,45,Qualified,0.5,6,True,Agent F,0.0,2025-12-27,True,,0.9356507012195937,Hot
LEAD-000613,2024-03-31,Social Media,Al Nargis,Central,Townhouse,1M-2M,British,70,Contacted,13.9,1,False,Agent C,0.0,2025-12-30,True,,0.9912598579127206,Hot
LEAD-000614,2024-07-12,Social Media,Alarous,North,Townhouse,5M-10M,Saudi,79,Qualified,30.7,7,True,Agent D,0.0,2025-12-28,True,,0.9451032247687537,Hot
LEAD-000616,2025-10-04,Social Media,Al Rimal,East,Townhouse,1M-2M,UAE,39,Site Visit,19.7,8,True,Agent B,0.0,2025-12-29,True,,0.8608008764671188,Hot
LEAD-000620,2024-05-24,Website,Al Bayan,South,Townhouse,2M-3M,Pakistani,68,Qualified,11.3,6,True,Agent B,0.0,2025-12-19,False,,0.9313284940659169,Hot
LEAD-000622,2024-08-08,Email Campaign,Dar Al Salam,West,Townhouse,5M-10M,UAE,50,Contacted,19.8,3,False,Agent A,0.0,2025-12-24,False,,0.9670689675477726,Hot
LEAD-000623,2025-10-29,Walk-in,Alarous,North,Townhouse,1M-2M,Jordanian,49,Proposal Sent,0.1,11,True,Agent D,0.0,2025-12-29,False,,0.6535253460869261,Warm
LEAD-000624,2025-08-07,Website,Al Ahlam,Central,Townhouse,1M-2M,Jordanian,56,Qualified,0.5,3,True,Agent B,0.0,2025-12-23,False,,0.9883929941319791,Hot
LEAD-000625,2024-11-02,Referral,Al Fursan,West,Apartment,10M+,UAE,66,Site Visit,39.8,7,True,Agent B,0.0,2025-12-22,True,,0.9319946014414182,Hot
LEAD-000626,2025-07-26,Walk-in,Al Ahlam,Central,Apartment,3M-5M,Saudi,85,Proposal Sent,0.6,9,False,Agent D,0.0,2025-12-24,False,,0.9624779390878315,Hot
LEAD-000627,2025-01-10,Exhibition,Alarous,North,Apartment,1M-2M,UAE,55,Qualified,5.7,2,True,Agent C,0.0,2025-12-18,True,,0.9876428790608133,Hot
LEAD-000628,2025-03-18,Walk-in,Al Fursan,West,Penthouse,2M-3M,Saudi,37,Contacted,2.6,4,True,Agent A,0.0,2025-12-25,True,,0.9544741529167065,Hot
LEAD-000629,2024-08-22,Website,Al Yasmin,Central,Townhouse,10M+,Egyptian,47,Qualified,0.5,2,True,Agent B,0.0,2025-12-27,True,,0.9700734921632489,Hot
LEAD-000630,2025-12-30,Social Media,Marafy,South,Apartment,1M-2M,Jordanian,63,New,13.1,1,True,Agent A,0.0,2025-12-31,True,,0.9958361456702136,Hot
LEAD-000631,2024-02-03,Call Center,Al Nargis,Central,Duplex,5M-10M,American,44,Contacted,2.3,5,False,Agent E,0.0,2025-12-22,False,,0.8712675390809164,Hot
LEAD-000632,2025-05-23,Website,Al Bayan,South,Villa,1M-2M,Saudi,57,Proposal Sent,6.6,11,True,Agent E,0.0,2025-12-25,False,,0.6340226704435187,Warm
LEAD-000633,2025-08-27,Website,Al Yasmin,Central,Apartment,3M-5M,Jordanian,59,Proposal Sent,0.5,9,True,Agent F,0.0,2025-12-27,True,,0.8827588619700059,Hot
LEAD-000634,2024-10-19,Referral,Alarous,North,Apartment,5M-10M,Other,96,Negotiation,47.6,8,True,Agent E,0.0,2025-12-24,True,,0.9749467191908059,Hot
LEAD-000635,2025-07-24,Exhibition,Al Fursan,West,Townhouse,2M-3M,Jordanian,87,Qualified,20.3,4,True,Agent E,0.0,2025-12-22,False,,0.9958543616416018,Hot
LEAD-000636,2025-11-18,Website,Marafy,South,Townhouse,1M-2M,Saudi,42,Site Visit,22.6,8,True,Agent B,0.0,2025-12-22,True,,0.8288580248412959,Hot
LEAD-000637,2024-09-11,Social Media,Al Nargis,Central,Apartment,500K-1M,Saudi,61,Negotiation,12.4,9,True,Agent A,0.0,2025-12-19,False,,0.7984340940223053,Hot
LEAD-000638,2024-05-16,Referral,Al Ahlam,Central,Villa,500K-1M,Saudi,54,Qualified,8.5,2,True,Agent B,0.0,2025-12-22,True,,0.9821199861916071,Hot
LEAD-000639,2024-05-25,Partner Agency,Al Fursan,West,Villa,5M-10M,Pakistani,59,Contacted,14.3,5,True,Agent F,0.0,2025-12-27,True,,0.9480384548243529,Hot
LEAD-000642,2024-06-29,Referral,Dar Al Salam,West,Villa,3M-5M,Saudi,59,Negotiation,17.3,5,True,Agent D,0.0,2025-12-31,True,,0.9283987607251528,Hot
LEAD-000643,2025-12-26,Website,Al Nargis,Central,Apartment,2M-3M,Egyptian,13,New,8.3,1,True,Agent C,0.0,2025-12-30,True,,0.9854968072533155,Hot
LEAD-000644,2025-04-16,Walk-in,Al Fursan,West,Penthouse,2M-3M,Indian,43,Qualified,6.3,7,False,Agent C,0.0,2025-12-29,False,,0.8696184582837975,Hot
LEAD-000646,2025-07-02,Website,Al Bayan,South,Villa,2M-3M,Saudi,43,Contacted,16.4,4,True,Agent D,0.0,2025-12-18,True,,0.9719424968137758,Hot
LEAD-000647,2024-01-26,Website,Dar Al Salam,West,Apartment,1M-2M,Indian,5,Contacted,4.9,2,False,Agent D,0.0,2025-12-18,False,,0.9113956523889916,Hot
LEAD-000650,2024-06-23,Social Media,Al Ahlam,Central,Villa,500K-1M,Saudi,68,Negotiation,18.3,11,True,Agent E,0.0,2025-12-26,True,,0.6321583520727841,Warm
LEAD-000651,2025-06-04,Social Media,Al Nargis,Central,Apartment,3M-5M,Saudi,18,Contacted,19.9,3,True,Agent E,0.0,2025-12-19,False,,0.9658843208965154,Hot
LEAD-000652,2024-09-13,Email Campaign,Al Nargis,Central,Townhouse,500K-1M,Saudi,53,Site Visit,31.4,9,False,Agent C,0.0,2025-12-21,False,,0.7364356512035019,Warm
LEAD-000653,2025-01-07,Social Media,Marafy,South,Villa,1M-2M,Indian,69,Site Visit,3.5,9,False,Agent B,0.0,2025-12-29,True,,0.7685921864149124,Hot
LEAD-000654,2024-11-20,Website,Al Fursan,West,Townhouse,1M-2M,UAE,41,Qualified,18.2,5,False,Agent A,0.0,2025-12-25,True,,0.9323021193935318,Hot
LEAD-000655,2025-07-08,Exhibition,Al Jawharah,East,Villa,1M-2M,Saudi,80,Site Visit,23.5,8,True,Agent D,0.0,2025-12-26,False,,0.9595006374504406,Hot
LEAD-000656,2025-10-16,Social Media,Al Fursan,West,Villa,10M+,Other,48,Contacted,59.3,2,True,Agent B,0.0,2025-12-28,False,,0.9911009714680302,Hot
LEAD-000658,2025-07-06,Social Media,Al Nargis,Central,Villa,1M-2M,Other,32,Negotiation,4.2,6,True,Agent B,0.0,2025-12-29,True,,0.8837942282967295,Hot
LEAD-000659,2025-09-03,Website,Sedra,North,Penthouse,500K-1M,Pakistani,53,Qualified,1.9,7,False,Agent E,0.0,2025-12-21,True,,0.9347935476612905,Hot
LEAD-000661,2025-11-26,Walk-in,Al Nargis,Central,Townhouse,1M-2M,UAE,82,Site Visit,7.9,7,False,Agent E,0.0,2025-12-18,True,,0.9799624931114793,Hot
LEAD-000664,2024-04-29,Social Media,Al Bayan,South,Apartment,2M-3M,Indian,29,Qualified,7.8,4,False,Agent B,0.0,2025-12-22,False,,0.9376109178461519,Hot
LEAD-000665,2024-02-04,Email Campaign,Alarous,North,Villa,2M-3M,Jordanian,85,Site Visit,3.5,8,False,Agent D,0.0,2025-12-22,True,,0.8696422038510988,Hot
LEAD-000666,2025-05-30,Referral,Alarous,North,Villa,1M-2M,Saudi,70,Contacted,0.5,6,False,Agent C,0.0,2025-12-31,True,,0.9653565514526026,Hot
LEAD-000667,2024-01-28,Social Media,Al Ahlam,Central,Villa,1M-2M,Saudi,87,Negotiation,0.5,7,True,Agent A,0.0,2025-12-22,False,,0.9364902602857694,Hot
LEAD-000668,2025-12-12,Referral,Alarous,North,Townhouse,1M-2M,Jordanian,77,Negotiation,28.4,11,False,Agent F,0.0,2025-12-18,True,,0.7997640540100829,Hot
LEAD-000669,2025-09-04,Call Center,Al Fursan,West,Apartment,3M-5M,Pakistani,73,Proposal Sent,5.7,13,False,Agent C,0.0,2025-12-23,True,,0.670703579072356,Warm
LEAD-000670,2025-10-25,Social Media,Al Fursan,West,Townhouse,1M-2M,British,58,Qualified,7.9,5,True,Agent C,0.0,2025-12-24,True,,0.9764478730246766,Hot
LEAD-000671,2025-09-14,Referral,Al Bayan,South,Villa,1M-2M,Pakistani,66,Proposal Sent,7.9,10,False,Agent C,0.0,2025-12-30,False,,0.8049851662948847,Hot
LEAD-000672,2025-05-16,Exhibition,Al Fursan,West,Duplex,5M-10M,Saudi,48,Qualified,0.5,3,False,Agent D,0.0,2025-12-23,True,,0.9862043447804644,Hot
LEAD-000673,2024-08-22,Call Center,Sedra,North,Villa,1M-2M,Egyptian,38,Site Visit,2.4,6,True,Agent E,0.0,2025-12-23,True,,0.8515029610146249,Hot
LEAD-000674,2024-09-26,Social Media,Al Rimal,East,Penthouse,1M-2M,Saudi,17,New,1.5,1,True,Agent C,0.0,2025-12-22,False,,0.9766505246260805,Hot
LEAD-000675,2024-09-29,Referral,Al Rimal,East,Apartment,2M-3M,UAE,65,Contacted,7.8,1,False,Agent F,0.0,2025-12-20,True,,0.9953109923789932,Hot
LEAD-000676,2025-01-08,Walk-in,Marafy,South,Villa,1M-2M,Egyptian,73,Negotiation,0.2,7,True,Agent D,0.0,2025-12-31,True,,0.934831914190144,Hot
LEAD-000677,2025-02-23,Social Media,Alarous,North,Villa,2M-3M,Saudi,45,Qualified,9.2,2,False,Agent E,0.0,2025-12-29,True,,0.9781659660621201,Hot
LEAD-000678,2024-01-27,Website,Warefa,North,Duplex,500K-1M,Egyptian,65,New,10.2,1,False,Agent F,0.0,2025-12-19,False,,0.9914815094370424,Hot
LEAD-000679,2025-09-03,Exhibition,Alarous,North,Townhouse,10M+,Indian,70,Site Visit,1.9,5,False,Agent F,0.0,2025-12-18,False,,0.9822747387917603,Hot
LEAD-000681,2025-05-25,Website,Warefa,North,Villa,5M-10M,Saudi,54,Qualified,2.9,3,True,Agent B,0.0,2025-12-23,True,,0.9702755735567884,Hot
LEAD-000684,2024-12-25,Website,Al Ahlam,Central,Villa,500K-1M,Egyptian,75,Site Visit,10.2,7,True,Agent C,0.0,2025-12-27,True,,0.957092437939595,Hot
LEAD-000685,2025-05-19,Website,Sedra,North,Villa,2M-3M,British,33,Qualified,15.6,4,True,Agent F,0.0,2025-12-30,True,,0.9521511448345712,Hot
LEAD-000687,2024-12-16,Email Campaign,Al Rimal,East,Apartment,1M-2M,British,50,Qualified,4.7,4,True,Agent E,0.0,2025-12-30,True,,0.9714591321692805,Hot
LEAD-000688,2025-05-16,Social Media,Dar Al Salam,West,Townhouse,500K-1M,Jordanian,69,Proposal Sent,10.2,14,True,Agent A,0.0,2025-12-28,True,,0.33753146689150776,Cool
LEAD-000689,2024-11-16,Social Media,Al Nargis,Central,Villa,3M-5M,Indian,29,Contacted,17.1,5,False,Agent B,0.0,2025-12-21,True,,0.8950457101762324,Hot
LEAD-000690,2024-01-12,Walk-in,Alarous,North,Duplex,3M-5M,Jordanian,49,Qualified,1.3,3,True,Agent D,0.0,2025-12-27,True,,0.9590262784235389,Hot
LEAD-000691,2024-06-16,Website,Al Rimal,East,Villa,500K-1M,Saudi,66,Negotiation,9.1,9,True,Agent A,0.0,2025-12-21,True,,0.7120575066046007,Warm
LEAD-000693,2024-07-14,Call Center,Al Bayan,South,Villa,500K-1M,Saudi,57,New,1.5,1,True,Agent F,0.0,2025-12-31,False,,0.9947315636758619,Hot
LEAD-000694,2025-01-30,Website,Marafy,South,Townhouse,2M-3M,UAE,47,Site Visit,6.8,11,False,Agent B,0.0,2025-12-25,True,,0.3962781983354629,Cool
LEAD-000695,2025-07-19,Social Media,Al Bayan,South,Villa,1M-2M,Other,29,Site Visit,34.6,9,False,Agent D,0.0,2025-12-24,True,,0.7425499413795361,Warm
LEAD-000696,2025-12-06,Social Media,Al Fursan,West,Villa,500K-1M,American,40,Site Visit,5.5,10,False,Agent D,0.0,2025-12-25,True,,0.6693197556554011,Warm
LEAD-000699,2024-06-15,Exhibition,Al Ahlam,Central,Townhouse,5M-10M,Pakistani,64,Qualified,14.6,1,False,Agent C,0.0,2025-12-31,True,,0.9917997450666498,Hot
LEAD-000701,2025-03-18,Walk-in,Al Bayan,South,Duplex,1M-2M,Pakistani,30,Proposal Sent,1.6,11,False,Agent B,0.0,2025-12-19,True,,0.4784076620643551,Cool
LEAD-000702,2024-12-25,Social Media,Al Rimal,East,Apartment,500K-1M,Saudi,27,Site Visit,0.8,10,False,Agent A,0.0,2025-12-22,True,,0.5933038581258238,Warm
LEAD-000703,2025-07-07,Call Center,Al Nargis,Central,Villa,500K-1M,Filipino,82,Proposal Sent,4.8,13,True,Agent C,0.0,2025-12-18,True,,0.6838578044309335,Warm
LEAD-000705,2024-01-03,Referral,Alarous,North,Duplex,500K-1M,Saudi,55,Contacted,13.4,2,True,Agent C,0.0,2025-12-19,True,,0.9810961370571535,Hot
LEAD-000707,2025-01-03,Website,Warefa,North,Apartment,5M-10M,UAE,66,Proposal Sent,0.5,7,True,Agent C,0.0,2025-12-26,True,,0.9177204638579032,Hot
LEAD-000709,2025-02-12,Referral,Alarous,North,Apartment,1M-2M,Saudi,55,Site Visit,5.0,7,True,Agent D,0.0,2025-12-30,True,,0.8914037005244986,Hot
LEAD-000710,2024-02-04,Referral,Al Fursan,West,Townhouse,5M-10M,Egyptian,47,Qualified,0.5,4,True,Agent D,0.0,2025-12-19,False,,0.9329044422990138,Hot
LEAD-000711,2024-04-24,Exhibition,Al Ahlam,Central,Villa,3M-5M,Saudi,69,Proposal Sent,12.0,4,False,Agent C,0.0,2025-12-21,True,,0.9731202813747488,Hot
LEAD-000712,2024-11-20,Website,Warefa,North,Townhouse,2M-3M,Indian,79,Negotiation,4.1,7,True,Agent D,0.0,2025-12-26,False,,0.9449438078353808,Hot
LEAD-000713,2025-04-28,Partner Agency,Al Jawharah,East,Duplex,3M-5M,Indian,36,Site Visit,19.0,11,False,Agent B,0.0,2025-12-31,True,,0.5298673301506683,Warm
LEAD-000715,2025-06-12,Social Media,Al Nargis,Central,Villa,1M-2M,Indian,67,Contacted,19.6,1,True,Agent C,0.0,2025-12-19,False,,0.9951610096248619,Hot
LEAD-000717,2024-08-08,Walk-in,Al Yasmin,Central,Apartment,3M-5M,Saudi,78,Proposal Sent,1.0,11,True,Agent C,0.0,2025-12-28,False,,0.7600868394511587,Hot
LEAD-000718,2024-02-26,Walk-in,Alarous,North,Villa,1M-2M,American,75,Qualified,3.9,5,False,Agent C,0.0,2025-12-25,False,,0.9507567632756081,Hot
LEAD-000719,2025-10-25,Website,Al Fursan,West,Townhouse,2M-3M,British,57,Proposal Sent,2.6,13,True,Agent E,0.0,2025-12-20,True,,0.49743388185190246,Cool
LEAD-000720,2024-10-08,Referral,Alarous,North,Townhouse,5M-10M,Saudi,37,Site Visit,25.1,9,False,Agent C,0.0,2025-12-19,True,,0.6840396219259429,Warm
LEAD-000721,2024-07-31,Partner Agency,Al Yasmin,Central,Apartment,500K-1M,Indian,69,Negotiation,1.7,7,True,Agent C,0.0,2025-12-22,True,,0.9424368685835737,Hot
LEAD-000722,2025-12-03,Social Media,Al Rimal,East,Villa,500K-1M,Saudi,52,New,14.5,1,True,Agent A,0.0,2025-12-22,True,,0.9948838162662061,Hot
LEAD-000724,2024-10-02,Call Center,Warefa,North,Duplex,1M-2M,Indian,84,Site Visit,0.3,8,True,Agent F,0.0,2025-12-30,False,,0.954229842593438,Hot
LEAD-000725,2024-10-05,Email Campaign,Al Fursan,West,Duplex,3M-5M,Saudi,39,Site Visit,1.9,3,True,Agent D,0.0,2025-12-19,True,,0.9840371767273977,Hot
LEAD-000727,2024-01-16,Referral,Marafy,South,Villa,1M-2M,Saudi,99,Proposal Sent,1.0,13,True,Agent B,0.0,2025-12-29,True,,0.5581617350170096,Warm
LEAD-000728,2024-09-22,Website,Alarous,North,Villa,500K-1M,Saudi,52,Site Visit,4.2,1,False,Agent E,0.0,2025-12-26,False,,0.9897988907306864,Hot
LEAD-000730,2025-03-09,Website,Alarous,North,Villa,2M-3M,Egyptian,54,Site Visit,2.5,6,True,Agent B,0.0,2025-12-31,True,,0.8677752400844085,Hot
LEAD-000732,2024-02-27,Partner Agency,Alarous,North,Villa,500K-1M,Jordanian,69,Contacted,0.9,6,True,Agent D,0.0,2025-12-20,True,,0.9291742274788756,Hot
LEAD-000733,2024-07-06,Website,Al Bayan,South,Townhouse,2M-3M,British,55,Qualified,4.5,3,False,Agent E,0.0,2025-12-19,True,,0.9787891731394344,Hot
LEAD-000734,2025-04-12,Referral,Al Yasmin,Central,Apartment,5M-10M,British,44,Negotiation,14.9,9,True,Agent B,0.0,2025-12-22,False,,0.6816912039859476,Warm
LEAD-000735,2024-07-11,Call Center,Warefa,North,Penthouse,1M-2M,Saudi,28,Negotiation,0.3,11,True,Agent C,0.0,2025-12-22,False,,0.3261969815948601,Cool
LEAD-000736,2025-04-08,Referral,Al Jawharah,East,Villa,1M-2M,UAE,65,Site Visit,17.5,5,False,Agent B,0.0,2025-12-24,True,,0.9704938389295423,Hot
